MsgID.LOCAL_VELOCITY,1520489364.4510000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520489364.4510000,-121.9939345,37.4137416,0.1350000
MsgID.LOCAL_VELOCITY,1520489364.4510000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520489364.4519999,-0.0867360,0.0487236,-0.1020748
MsgID.LOCAL_VELOCITY,1520489364.4519999,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520489364.4529998,-121.9939340,37.4137412,0.1020000
MsgID.LOCAL_VELOCITY,1520489364.4529998,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520489364.4529998,-0.1573871,0.0248817,-0.0624021
MsgID.LOCAL_VELOCITY,1520489364.4529998,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520489364.4529998,-121.9939343,37.4137406,0.0620000
MsgID.LOCAL_VELOCITY,1520489364.4529998,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520489364.5239999,-0.0283667,0.0248817,-0.0217018
MsgID.LOCAL_VELOCITY,1520489364.5239999,0.0003087,0.0001884,-0.0006663
MsgID.GLOBAL_POSITION,1520489364.5379999,-121.9939343,37.4137418,0.0210000
MsgID.LOCAL_VELOCITY,1520489364.5379999,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_HOME,1520489364.5750000,-121.9939346,37.4137420,0.0000000
MsgID.STATE,1520489364.5790000,True,True
MsgID.LOCAL_POSITION,1520489364.7720001,-0.0159038,0.0248714,-0.1305771
MsgID.LOCAL_VELOCITY,1520489364.7720001,-0.0092039,-0.0001165,-1.6319762
MsgID.GLOBAL_POSITION,1520489364.7750001,-121.9939343,37.4137419,0.1300000
MsgID.LOCAL_VELOCITY,1520489364.7750001,0.0000000,0.0000000,-1.6300000
MsgID.LOCAL_POSITION,1520489365.0230000,-0.0029558,0.0312975,-0.6885830
MsgID.LOCAL_VELOCITY,1520489365.0230000,-0.0119871,-0.0015096,-2.8996708
MsgID.GLOBAL_POSITION,1520489365.0280001,-121.9939342,37.4137420,0.6880000
MsgID.LOCAL_VELOCITY,1520489365.0280001,-0.0100000,0.0000000,-2.8900000
MsgID.LOCAL_POSITION,1520489365.2710001,-0.0102641,0.0762183,-1.4756166
MsgID.LOCAL_VELOCITY,1520489365.2710001,0.0029665,-0.0052304,-3.5429497
MsgID.GLOBAL_POSITION,1520489365.2770000,-121.9939337,37.4137419,1.4800000
MsgID.LOCAL_VELOCITY,1520489365.2770000,0.0000000,0.0000000,-3.5400000
MsgID.LOCAL_POSITION,1520489365.5239999,-0.1634989,0.0137990,-2.3987279
MsgID.LOCAL_VELOCITY,1520489365.5239999,0.0074013,-0.0122650,-3.8138845
MsgID.GLOBAL_POSITION,1520489365.5280001,-121.9939344,37.4137405,2.3980000
MsgID.LOCAL_VELOCITY,1520489365.5280001,0.0000000,-0.0100000,-3.8100000
MsgID.GLOBAL_HOME,1520489365.5769999,-121.9939346,37.4137420,0.0000000
MsgID.STATE,1520489365.5850000,True,True
MsgID.LOCAL_POSITION,1520489365.7710001,-0.1172756,0.0665015,-3.2434325
MsgID.LOCAL_VELOCITY,1520489365.7710001,0.0101655,-0.0104044,-2.3491883
MsgID.GLOBAL_POSITION,1520489365.7779999,-121.9939338,37.4137410,3.2430000
MsgID.LOCAL_VELOCITY,1520489365.7779999,0.0100000,-0.0100000,-2.3400000
MsgID.LOCAL_POSITION,1520489366.0249999,-0.0523159,0.2110840,-3.5290079
MsgID.LOCAL_VELOCITY,1520489366.0249999,0.1149566,-0.0093755,-0.1980178
MsgID.GLOBAL_POSITION,1520489366.0409999,-121.9939322,37.4137415,3.5290000
MsgID.LOCAL_VELOCITY,1520489366.0409999,0.1100000,0.0000000,-0.1900000
MsgID.LOCAL_POSITION,1520489366.2739999,0.0565582,0.0554084,-3.4340727
MsgID.LOCAL_VELOCITY,1520489366.2739999,0.7797128,-0.0129471,0.8648722
MsgID.GLOBAL_POSITION,1520489366.2870002,-121.9939340,37.4137425,3.4340000
MsgID.LOCAL_VELOCITY,1520489366.2870002,0.7700000,-0.0100000,0.8600000
MsgID.LOCAL_POSITION,1520489366.5230000,0.4947192,-0.1002051,-3.1481109
MsgID.LOCAL_VELOCITY,1520489366.5230000,1.6800125,-0.0167965,1.3555050
MsgID.GLOBAL_POSITION,1520489366.5320001,-121.9939357,37.4137465,3.1480000
MsgID.LOCAL_VELOCITY,1520489366.5320001,1.6800000,-0.0100000,1.3500000
MsgID.GLOBAL_HOME,1520489366.5779998,-121.9939346,37.4137420,0.0000000
MsgID.STATE,1520489366.5809999,True,True
MsgID.LOCAL_POSITION,1520489366.7740002,1.1063064,0.1167101,-2.8748260
MsgID.LOCAL_VELOCITY,1520489366.7740002,3.0311031,-0.0050713,0.6652329
MsgID.GLOBAL_POSITION,1520489366.7800000,-121.9939333,37.4137520,2.8740000
MsgID.LOCAL_VELOCITY,1520489366.7800000,3.0300000,0.0000000,0.6600000
MsgID.LOCAL_POSITION,1520489367.0239999,1.9271889,-0.0016402,-2.8532453
MsgID.LOCAL_VELOCITY,1520489367.0239999,4.4373631,-0.0078221,-0.3543990
MsgID.GLOBAL_POSITION,1520489367.0280001,-121.9939346,37.4137594,2.8530000
MsgID.LOCAL_VELOCITY,1520489367.0280001,4.4300000,0.0000000,-0.3500000
MsgID.LOCAL_POSITION,1520489367.2720001,3.1522713,-0.1089388,-2.9898415
MsgID.LOCAL_VELOCITY,1520489367.2720001,5.2723980,-0.0147622,-0.4860255
MsgID.GLOBAL_POSITION,1520489367.2800000,-121.9939358,37.4137704,2.9890000
MsgID.LOCAL_VELOCITY,1520489367.2800000,5.2700000,-0.0100000,-0.4800000
MsgID.LOCAL_POSITION,1520489367.5270000,4.4943509,0.0518280,-3.0727069
MsgID.LOCAL_VELOCITY,1520489367.5270000,5.6902795,0.0007502,-0.0198972
MsgID.GLOBAL_POSITION,1520489367.5290000,-121.9939340,37.4137825,3.0720000
MsgID.LOCAL_VELOCITY,1520489367.5290000,5.6900000,0.0000000,-0.0100000
MsgID.GLOBAL_HOME,1520489367.5809999,-121.9939346,37.4137420,0.0000000
MsgID.STATE,1520489367.5840001,True,True
MsgID.LOCAL_POSITION,1520489367.7839999,5.8330159,0.1060309,-3.0529809
MsgID.LOCAL_VELOCITY,1520489367.7839999,6.0766077,0.0009190,0.3532284
MsgID.GLOBAL_POSITION,1520489367.7880001,-121.9939334,37.4137945,3.0520000
MsgID.LOCAL_VELOCITY,1520489367.7880001,6.0700000,0.0000000,0.3500000
MsgID.LOCAL_POSITION,1520489368.0239999,7.3982186,0.0898363,-3.0008709
MsgID.LOCAL_VELOCITY,1520489368.0239999,6.5994105,-0.0282411,0.3452903
MsgID.GLOBAL_POSITION,1520489368.0310001,-121.9939336,37.4138086,3.0000000
MsgID.LOCAL_VELOCITY,1520489368.0310001,6.5900000,-0.0200000,0.3400000
MsgID.LOCAL_POSITION,1520489368.2720001,9.2315702,0.1707371,-2.9821193
MsgID.LOCAL_VELOCITY,1520489368.2720001,7.1545248,-0.0496575,0.1634855
MsgID.GLOBAL_POSITION,1520489368.2809999,-121.9939327,37.4138251,2.9820000
MsgID.LOCAL_VELOCITY,1520489368.2809999,7.1500000,-0.0400000,0.1600000
MsgID.LOCAL_POSITION,1520489368.5330000,11.1726971,0.1168032,-2.9996796
MsgID.LOCAL_VELOCITY,1520489368.5330000,7.5887547,-0.0817401,0.1114924
MsgID.GLOBAL_POSITION,1520489368.5350001,-121.9939333,37.4138426,2.9990000
MsgID.LOCAL_VELOCITY,1520489368.5350001,7.5800000,-0.0800000,0.1100000
MsgID.GLOBAL_HOME,1520489368.5769999,-121.9939346,37.4137420,0.0000000
MsgID.STATE,1520489368.5799999,True,True
MsgID.LOCAL_POSITION,1520489368.7750001,13.0536499,-0.1524833,-3.0184958
MsgID.LOCAL_VELOCITY,1520489368.7750001,7.8908739,-0.0970358,0.1288032
MsgID.GLOBAL_POSITION,1520489368.7830000,-121.9939363,37.4138595,3.0180000
MsgID.LOCAL_VELOCITY,1520489368.7830000,7.8900000,-0.0900000,0.1200000
MsgID.LOCAL_POSITION,1520489369.0249999,15.1731377,-0.0449363,-3.0120609
MsgID.LOCAL_VELOCITY,1520489369.0249999,7.9889245,0.0128218,0.1804672
MsgID.GLOBAL_POSITION,1520489369.0310001,-121.9939351,37.4138786,3.0120000
MsgID.LOCAL_VELOCITY,1520489369.0310001,7.9800000,0.0100000,0.1800000
MsgID.LOCAL_POSITION,1520489369.2730000,17.1522541,0.0773152,-2.9927497
MsgID.LOCAL_VELOCITY,1520489369.2730000,7.7521572,0.0904894,0.1349048
MsgID.GLOBAL_POSITION,1520489369.2849998,-121.9939337,37.4138964,2.9920000
MsgID.LOCAL_VELOCITY,1520489369.2849998,7.7500000,0.0900000,0.1300000
MsgID.LOCAL_POSITION,1520489369.5230000,18.8188934,-0.1590543,-2.9822543
MsgID.LOCAL_VELOCITY,1520489369.5230000,6.2212873,-0.0003890,0.0595211
MsgID.GLOBAL_POSITION,1520489369.5310001,-121.9939364,37.4139114,2.9820000
MsgID.LOCAL_VELOCITY,1520489369.5310001,6.2200000,0.0000000,0.0500000
MsgID.GLOBAL_HOME,1520489369.5730000,-121.9939346,37.4137420,0.0000000
MsgID.STATE,1520489369.5769999,True,True
MsgID.LOCAL_POSITION,1520489369.7750001,20.1012001,-0.1990908,-2.9879909
MsgID.LOCAL_VELOCITY,1520489369.7750001,4.0879512,0.0273368,-0.0130035
MsgID.GLOBAL_POSITION,1520489369.7809999,-121.9939368,37.4139229,2.9870000
MsgID.LOCAL_VELOCITY,1520489369.7809999,4.0800000,0.0200000,-0.0100000
MsgID.LOCAL_POSITION,1520489370.0290000,20.9425449,-0.0840311,-3.0000808
MsgID.LOCAL_VELOCITY,1520489370.0290000,2.5849667,0.4030200,-0.0217219
MsgID.GLOBAL_POSITION,1520489370.0320001,-121.9939355,37.4139305,3.0000000
MsgID.LOCAL_VELOCITY,1520489370.0320001,2.5800000,0.4000000,-0.0200000
MsgID.LOCAL_POSITION,1520489370.2849998,21.4376850,0.2754694,-3.0011938
MsgID.LOCAL_VELOCITY,1520489370.2849998,1.9656461,1.4454337,0.0335218
MsgID.GLOBAL_POSITION,1520489370.2860000,-121.9939314,37.4139350,3.0010000
MsgID.LOCAL_VELOCITY,1520489370.2860000,1.9600000,1.4500000,0.0300000
MsgID.LOCAL_POSITION,1520489370.5280001,21.7151279,0.6350423,-2.9889238
MsgID.LOCAL_VELOCITY,1520489370.5280001,1.4389544,2.5322499,0.0272923
MsgID.GLOBAL_POSITION,1520489370.5320001,-121.9939273,37.4139375,2.9880000
MsgID.LOCAL_VELOCITY,1520489370.5320001,1.4200000,2.5500000,0.0200000
MsgID.GLOBAL_HOME,1520489370.5850000,-121.9939346,37.4137420,0.0000000
MsgID.STATE,1520489370.5870001,True,True
MsgID.LOCAL_POSITION,1520489370.7800000,22.0939178,1.4447540,-2.9920118
MsgID.LOCAL_VELOCITY,1520489370.7800000,0.9083364,3.4903705,-0.0554631
MsgID.GLOBAL_POSITION,1520489370.7830000,-121.9939180,37.4139410,2.9920000
MsgID.LOCAL_VELOCITY,1520489370.7830000,0.8900000,3.5100000,-0.0500000
MsgID.LOCAL_POSITION,1520489371.0350001,22.4299698,2.5772514,-2.9939387
MsgID.LOCAL_VELOCITY,1520489371.0350001,0.4584507,4.2683854,-0.0115917
MsgID.GLOBAL_POSITION,1520489371.0369999,-121.9939048,37.4139440,2.9930000
MsgID.LOCAL_VELOCITY,1520489371.0369999,0.4300000,4.3100000,0.0000000
MsgID.LOCAL_POSITION,1520489371.2760000,22.5860310,3.7111564,-2.9854264
MsgID.LOCAL_VELOCITY,1520489371.2760000,0.0500809,4.9708133,-0.0103003
MsgID.GLOBAL_POSITION,1520489371.2849998,-121.9938921,37.4139453,2.9840000
MsgID.LOCAL_VELOCITY,1520489371.2849998,0.0200000,5.0100000,-0.0100000
MsgID.LOCAL_POSITION,1520489371.5290000,22.5663433,4.8151450,-2.9714441
MsgID.LOCAL_VELOCITY,1520489371.5290000,-0.3157825,5.5949159,-0.0146523
MsgID.GLOBAL_POSITION,1520489371.5340002,-121.9938795,37.4139450,2.9700000
MsgID.LOCAL_VELOCITY,1520489371.5340002,-0.3300000,5.6300000,-0.0200000
MsgID.GLOBAL_HOME,1520489371.5809999,-121.9939346,37.4137420,0.0000000
MsgID.STATE,1520489371.5850000,True,True
MsgID.LOCAL_POSITION,1520489371.7770000,22.2417126,6.4189844,-2.9716861
MsgID.LOCAL_VELOCITY,1520489371.7770000,-0.6443097,6.2133169,-0.1479403
MsgID.GLOBAL_POSITION,1520489371.7880001,-121.9938611,37.4139419,2.9720000
MsgID.LOCAL_VELOCITY,1520489371.7880001,-0.6600000,6.2500000,-0.1500000
MsgID.LOCAL_POSITION,1520489372.0290000,21.9732475,7.9441061,-2.9815664
MsgID.LOCAL_VELOCITY,1520489372.0290000,-0.8729345,6.7055588,-0.1506771
MsgID.GLOBAL_POSITION,1520489372.0360000,-121.9938441,37.4139397,2.9810000
MsgID.LOCAL_VELOCITY,1520489372.0360000,-0.8800000,6.7300000,-0.1400000
MsgID.LOCAL_POSITION,1520489372.2790000,21.9491615,9.6953011,-2.9845650
MsgID.LOCAL_VELOCITY,1520489372.2790000,-1.0343492,7.1348619,-0.1217093
MsgID.GLOBAL_POSITION,1520489372.2849998,-121.9938241,37.4139395,2.9840000
MsgID.LOCAL_VELOCITY,1520489372.2849998,-1.0400000,7.1500000,-0.1100000
MsgID.LOCAL_POSITION,1520489372.5340002,21.5198612,11.6270905,-2.9863412
MsgID.LOCAL_VELOCITY,1520489372.5340002,-1.2249455,7.4957342,-0.0824360
MsgID.GLOBAL_POSITION,1520489372.5350001,-121.9938025,37.4139354,2.9860000
MsgID.LOCAL_VELOCITY,1520489372.5350001,-1.2300000,7.5200000,-0.0900000
MsgID.GLOBAL_HOME,1520489372.5760000,-121.9939346,37.4137420,0.0000000
MsgID.STATE,1520489372.5779998,True,True
MsgID.LOCAL_POSITION,1520489372.7849998,21.1027718,13.4727631,-2.9914865
MsgID.LOCAL_VELOCITY,1520489372.7849998,-1.3575306,7.7698455,-0.0388546
MsgID.GLOBAL_POSITION,1520489372.7859998,-121.9937817,37.4139318,2.9910000
MsgID.LOCAL_VELOCITY,1520489372.7859998,-1.3500000,7.7800000,-0.0300000
MsgID.LOCAL_POSITION,1520489373.0280001,20.9564114,15.3561020,-2.9894712
MsgID.LOCAL_VELOCITY,1520489373.0280001,-1.3504565,7.9002743,-0.0129996
MsgID.GLOBAL_POSITION,1520489373.0350001,-121.9937603,37.4139305,2.9890000
MsgID.LOCAL_VELOCITY,1520489373.0350001,-1.3500000,7.9000000,-0.0100000
MsgID.LOCAL_POSITION,1520489373.2800000,20.6394787,17.4826927,-2.9999645
MsgID.LOCAL_VELOCITY,1520489373.2800000,-1.3935789,7.6175652,-0.0495006
MsgID.GLOBAL_POSITION,1520489373.2860000,-121.9937363,37.4139275,3.0010000
MsgID.LOCAL_VELOCITY,1520489373.2860000,-1.3900000,7.5500000,-0.0400000
MsgID.LOCAL_POSITION,1520489373.5320001,20.2449722,19.2985306,-3.0093250
MsgID.LOCAL_VELOCITY,1520489373.5320001,-1.2549765,6.0200272,0.0578479
MsgID.GLOBAL_POSITION,1520489373.5379999,-121.9937164,37.4139240,3.0090000
MsgID.LOCAL_VELOCITY,1520489373.5379999,-1.2300000,5.8700000,0.0600000
MsgID.GLOBAL_HOME,1520489373.5779998,-121.9939346,37.4137420,0.0000000
MsgID.STATE,1520489373.5809999,True,True
MsgID.LOCAL_POSITION,1520489373.7839999,19.9200058,20.3586445,-3.0067663
MsgID.LOCAL_VELOCITY,1520489373.7839999,-1.2329761,4.1894078,0.0837356
MsgID.GLOBAL_POSITION,1520489373.7870002,-121.9937049,37.4139210,3.0060000
MsgID.LOCAL_VELOCITY,1520489373.7870002,-1.2700000,4.1000000,0.0700000
MsgID.LOCAL_POSITION,1520489374.0320001,19.3660374,21.2453556,-2.9999745
MsgID.LOCAL_VELOCITY,1520489374.0320001,-2.0998263,3.1463232,0.0853123
MsgID.GLOBAL_POSITION,1520489374.0360000,-121.9936948,37.4139160,2.9990000
MsgID.LOCAL_VELOCITY,1520489374.0360000,-2.1600000,3.0800000,0.0800000
MsgID.LOCAL_POSITION,1520489374.2849998,18.9004669,21.9737835,-2.9877639
MsgID.LOCAL_VELOCITY,1520489374.2849998,-3.0219450,2.2652946,0.0850056
MsgID.GLOBAL_POSITION,1520489374.2900000,-121.9936871,37.4139118,2.9870000
MsgID.LOCAL_VELOCITY,1520489374.2900000,-3.0800000,2.2000000,0.0600000
MsgID.LOCAL_POSITION,1520489374.5320001,18.0825672,22.2736588,-2.9843941
MsgID.LOCAL_VELOCITY,1520489374.5320001,-3.8059001,1.4089866,0.0091083
MsgID.GLOBAL_POSITION,1520489374.5379999,-121.9936838,37.4139041,2.9840000
MsgID.LOCAL_VELOCITY,1520489374.5379999,-3.8500000,1.3500000,0.0000000
MsgID.GLOBAL_HOME,1520489374.5790000,-121.9939346,37.4137420,0.0000000
MsgID.STATE,1520489374.5809999,True,True
MsgID.LOCAL_POSITION,1520489374.7800000,16.8418198,22.5756149,-2.9878304
MsgID.LOCAL_VELOCITY,1520489374.7800000,-4.4973483,0.6890289,-0.0397659
MsgID.GLOBAL_POSITION,1520489374.7870002,-121.9936804,37.4138929,2.9880000
MsgID.LOCAL_VELOCITY,1520489374.7870002,-4.5400000,0.6400000,-0.0500000
MsgID.LOCAL_POSITION,1520489375.0290000,15.6785278,22.7279778,-3.0037770
MsgID.LOCAL_VELOCITY,1520489375.0290000,-5.1134858,0.1004010,-0.0403595
MsgID.GLOBAL_POSITION,1520489375.0380001,-121.9936788,37.4138825,3.0040000
MsgID.LOCAL_VELOCITY,1520489375.0380001,-5.1400000,0.0700000,-0.0400000
MsgID.LOCAL_POSITION,1520489375.2809999,14.5036726,22.7670937,-3.0076790
MsgID.LOCAL_VELOCITY,1520489375.2809999,-5.6302280,-0.3745079,0.0261027
MsgID.GLOBAL_POSITION,1520489375.2900000,-121.9936784,37.4138719,3.0070000
MsgID.LOCAL_VELOCITY,1520489375.2900000,-5.6600000,-0.4000000,0.0200000
MsgID.LOCAL_POSITION,1520489375.5280001,13.0827475,22.7754135,-3.0100422
MsgID.LOCAL_VELOCITY,1520489375.5280001,-6.1206760,-0.7840587,0.0520661
MsgID.GLOBAL_POSITION,1520489375.5379999,-121.9936784,37.4138589,3.0090000
MsgID.LOCAL_VELOCITY,1520489375.5379999,-6.1400000,-0.8000000,0.0500000
MsgID.GLOBAL_HOME,1520489375.5799999,-121.9939346,37.4137420,0.0000000
MsgID.STATE,1520489375.5820000,True,True
MsgID.LOCAL_POSITION,1520489375.7800000,11.4106112,22.5401211,-3.0096350
MsgID.LOCAL_VELOCITY,1520489375.7800000,-6.5470166,-1.1264950,0.0786732
MsgID.GLOBAL_POSITION,1520489375.7880001,-121.9936812,37.4138440,3.0090000
MsgID.LOCAL_VELOCITY,1520489375.7880001,-6.5600000,-1.1400000,0.0800000
MsgID.LOCAL_POSITION,1520489376.0320001,9.6553345,22.1053581,-3.0074704
MsgID.LOCAL_VELOCITY,1520489376.0320001,-6.9348841,-1.4081463,0.0973267
MsgID.GLOBAL_POSITION,1520489376.0380001,-121.9936862,37.4138281,3.0070000
MsgID.LOCAL_VELOCITY,1520489376.0380001,-6.9500000,-1.4200000,0.0900000
MsgID.LOCAL_POSITION,1520489376.2800000,7.7307391,21.5492973,-3.0020285
MsgID.LOCAL_VELOCITY,1520489376.2800000,-7.3084421,-1.5984747,0.1106299
MsgID.GLOBAL_POSITION,1520489376.2890000,-121.9936923,37.4138109,3.0010000
MsgID.LOCAL_VELOCITY,1520489376.2890000,-7.3200000,-1.6000000,0.1100000
MsgID.LOCAL_POSITION,1520489376.5320001,5.9748745,21.2556629,-2.9945345
MsgID.LOCAL_VELOCITY,1520489376.5320001,-7.6805344,-1.6460644,0.0674391
MsgID.GLOBAL_POSITION,1520489376.5400000,-121.9936956,37.4137953,2.9940000
MsgID.LOCAL_VELOCITY,1520489376.5400000,-7.6800000,-1.6400000,0.0600000
MsgID.GLOBAL_HOME,1520489376.5790000,-121.9939346,37.4137420,0.0000000
MsgID.STATE,1520489376.5799999,True,True
MsgID.LOCAL_POSITION,1520489376.7830000,4.0079360,20.8445663,-2.9955256
MsgID.LOCAL_VELOCITY,1520489376.7830000,-7.8738413,-1.6586717,-0.0159507
MsgID.GLOBAL_POSITION,1520489376.7880001,-121.9937002,37.4137778,2.9950000
MsgID.LOCAL_VELOCITY,1520489376.7880001,-7.8700000,-1.6500000,-0.0100000
MsgID.LOCAL_POSITION,1520489377.0330000,2.0649986,20.3694057,-2.9960649
MsgID.LOCAL_VELOCITY,1520489377.0330000,-7.2344112,-1.5182111,0.0078841
MsgID.GLOBAL_POSITION,1520489377.0390000,-121.9937055,37.4137604,2.9950000
MsgID.LOCAL_VELOCITY,1520489377.0390000,-7.2100000,-1.5100000,0.0000000
MsgID.LOCAL_POSITION,1520489377.2809999,0.4736415,20.0359306,-2.9813645
MsgID.LOCAL_VELOCITY,1520489377.2809999,-5.3445020,-1.0985969,-0.0164563
MsgID.GLOBAL_POSITION,1520489377.2920001,-121.9937092,37.4137462,2.9810000
MsgID.LOCAL_VELOCITY,1520489377.2920001,-5.3300000,-1.0900000,-0.0100000
MsgID.LOCAL_POSITION,1520489377.5320001,-0.6269672,19.6950150,-2.9664061
MsgID.LOCAL_VELOCITY,1520489377.5320001,-3.5764568,-1.0700699,-0.0503446
MsgID.GLOBAL_POSITION,1520489377.5379999,-121.9937130,37.4137363,2.9660000
MsgID.LOCAL_VELOCITY,1520489377.5379999,-3.5700000,-1.0700000,-0.0500000
MsgID.GLOBAL_HOME,1520489377.5830002,-121.9939346,37.4137420,0.0000000
MsgID.STATE,1520489377.5840001,True,True
MsgID.LOCAL_POSITION,1520489377.7830000,-1.3821591,19.4175549,-2.9603641
MsgID.LOCAL_VELOCITY,1520489377.7830000,-2.6383727,-2.0419581,-0.1366382
MsgID.GLOBAL_POSITION,1520489377.7990000,-121.9937162,37.4137295,2.9600000
MsgID.LOCAL_VELOCITY,1520489377.7990000,-2.6200000,-2.0600000,-0.1400000
MsgID.LOCAL_POSITION,1520489378.0320001,-1.9554263,18.9295731,-2.9725752
MsgID.LOCAL_VELOCITY,1520489378.0320001,-1.8996441,-3.0921204,-0.1992835
MsgID.GLOBAL_POSITION,1520489378.0419998,-121.9937216,37.4137244,2.9720000
MsgID.LOCAL_VELOCITY,1520489378.0419998,-1.8900000,-3.0900000,-0.1900000
MsgID.LOCAL_POSITION,1520489378.2830000,-2.3004746,18.0719700,-2.9870908
MsgID.LOCAL_VELOCITY,1520489378.2830000,-1.2437810,-3.8727207,-0.1281544
MsgID.GLOBAL_POSITION,1520489378.2920001,-121.9937313,37.4137213,2.9870000
MsgID.LOCAL_VELOCITY,1520489378.2920001,-1.2400000,-3.8700000,-0.1200000
MsgID.LOCAL_POSITION,1520489378.5350001,-2.5240371,16.7872028,-2.9899406
MsgID.LOCAL_VELOCITY,1520489378.5350001,-0.6492730,-4.5921993,-0.1477542
MsgID.GLOBAL_POSITION,1520489378.5470002,-121.9937457,37.4137193,2.9890000
MsgID.LOCAL_VELOCITY,1520489378.5470002,-0.6400000,-4.5900000,-0.1400000
MsgID.GLOBAL_HOME,1520489378.5790000,-121.9939346,37.4137420,0.0000000
MsgID.STATE,1520489378.5820000,True,True
MsgID.LOCAL_POSITION,1520489378.7830000,-2.7351301,15.7145367,-2.9915671
MsgID.LOCAL_VELOCITY,1520489378.7830000,-0.1465344,-5.2025542,-0.1179582
MsgID.GLOBAL_POSITION,1520489378.7950001,-121.9937578,37.4137174,2.9910000
MsgID.LOCAL_VELOCITY,1520489378.7950001,-0.1400000,-5.2000000,-0.1100000
MsgID.LOCAL_POSITION,1520489379.0330000,-2.7952585,14.4189444,-2.9899011
MsgID.LOCAL_VELOCITY,1520489379.0330000,0.2917279,-5.7448568,-0.0890320
MsgID.GLOBAL_POSITION,1520489379.0430000,-121.9937724,37.4137169,2.9890000
MsgID.LOCAL_VELOCITY,1520489379.0430000,0.2900000,-5.7400000,-0.0800000
MsgID.LOCAL_POSITION,1520489379.2830000,-2.4268756,12.8167601,-2.9852076
MsgID.LOCAL_VELOCITY,1520489379.2830000,0.6785239,-6.2466383,-0.0920395
MsgID.GLOBAL_POSITION,1520489379.2979999,-121.9937904,37.4137202,2.9850000
MsgID.LOCAL_VELOCITY,1520489379.2979999,0.6700000,-6.2400000,-0.0900000
MsgID.LOCAL_POSITION,1520489379.5340002,-2.3389564,11.2208996,-2.9873068
MsgID.LOCAL_VELOCITY,1520489379.5340002,0.9752919,-6.7093444,-0.1061766
MsgID.GLOBAL_POSITION,1520489379.5459998,-121.9938083,37.4137210,2.9870000
MsgID.LOCAL_VELOCITY,1520489379.5459998,0.9700000,-6.7000000,-0.1000000
MsgID.STATE,1520489379.5799999,True,True
MsgID.GLOBAL_HOME,1520489379.5820000,-121.9939346,37.4137420,0.0000000
MsgID.LOCAL_POSITION,1520489379.7839999,-2.1950283,9.5501804,-2.9942901
MsgID.LOCAL_VELOCITY,1520489379.7839999,1.2132207,-7.0930986,-0.0390015
MsgID.GLOBAL_POSITION,1520489379.7930000,-121.9938271,37.4137223,2.9940000
MsgID.LOCAL_VELOCITY,1520489379.7930000,1.2100000,-7.0900000,-0.0300000
MsgID.LOCAL_POSITION,1520489380.0339999,-1.8615376,7.8287568,-2.9985752
